State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
New Mexico,9/26/2020,"3,279",9/19/2020,"77,556","806,473",9.62
New Mexico,10/3/2020,"3,484",9/26/2020,"70,964","806,473",8.8
New Mexico,10/10/2020,"4,798",10/3/2020,"62,854","810,264",7.76
New Mexico,10/17/2020,"4,033",10/10/2020,"57,898","810,264",7.15
New Mexico,10/24/2020,"4,091",10/17/2020,"72,805","810,264",8.99
New Mexico,10/31/2020,"4,334",10/24/2020,"69,184","810,264",8.54
Nevada,1/4/2020,"2,264",12/28/2019,"20,801","1,362,256",1.53
Nevada,1/11/2020,"2,792",1/4/2020,"19,823","1,371,969",1.44
Nevada,1/18/2020,"2,451",1/11/2020,"19,328","1,371,969",1.41
Nevada,1/25/2020,"2,101",1/18/2020,"19,025","1,371,969",1.39
Nevada,2/1/2020,"2,286",1/25/2020,"19,177","1,371,969",1.4
Nevada,2/8/2020,"2,794",2/1/2020,"19,225","1,371,969",1.4
Nevada,2/15/2020,"2,543",2/8/2020,"19,585","1,371,969",1.43
Nevada,2/22/2020,"2,052",2/15/2020,"19,472","1,371,969",1.42
Nevada,2/29/2020,"2,324",2/22/2020,"20,044","1,371,969",1.46
Nevada,3/7/2020,"2,309",2/29/2020,"19,850","1,371,969",1.45
Nevada,3/14/2020,"6,356",3/7/2020,"19,475","1,371,969",1.42
Nevada,3/21/2020,"92,298",3/14/2020,"19,822","1,371,969",1.44
Nevada,3/28/2020,"71,942",3/21/2020,"58,798","1,371,969",4.29
Nevada,4/4/2020,"79,285",3/28/2020,"131,121","1,371,969",9.56
Nevada,4/11/2020,"58,641",4/4/2020,"189,007","1,379,654",13.7
Nevada,4/18/2020,"39,496",4/11/2020,"231,618","1,379,654",16.79
Nevada,4/25/2020,"42,541",4/18/2020,"274,850","1,379,654",19.92
Nevada,5/2/2020,"28,550",4/25/2020,"303,573","1,379,654",22
Nevada,5/9/2020,"21,635",5/2/2020,"324,444","1,379,654",23.52
Nevada,5/16/2020,"17,837",5/9/2020,"369,041","1,379,654",26.75
Nevada,5/23/2020,"15,607",5/16/2020,"343,030","1,379,654",24.86
Nevada,5/30/2020,"11,337",5/23/2020,"335,043","1,379,654",24.28
Nevada,6/6/2020,"10,748",5/30/2020,"334,182","1,379,654",24.22
Nevada,6/13/2020,"10,620",6/6/2020,"312,009","1,379,654",22.62
Nevada,6/20/2020,"10,347",6/13/2020,"294,649","1,379,654",21.36
Nevada,6/27/2020,"11,110",6/20/2020,"286,943","1,379,654",20.8
Nevada,7/4/2020,"12,484",6/27/2020,"287,968","1,379,654",20.87
Nevada,7/11/2020,"14,666",7/4/2020,"295,994","1,388,109",21.32
Nevada,7/18/2020,"15,548",7/11/2020,"306,077","1,388,109",22.05
Nevada,7/25/2020,"18,390",7/18/2020,"346,138","1,388,109",24.94
Nevada,8/1/2020,"13,727",7/25/2020,"327,954","1,388,109",23.63
Nevada,8/8/2020,"17,755",8/1/2020,"335,968","1,388,109",24.2
Nevada,8/15/2020,"10,938",8/8/2020,"240,346","1,388,109",17.31
Nevada,8/22/2020,"8,858",8/15/2020,"228,203","1,388,109",16.44
Nevada,8/29/2020,"8,032",8/22/2020,"221,599","1,388,109",15.96
Nevada,9/5/2020,"7,951",8/29/2020,"216,187","1,388,109",15.57
Nevada,9/12/2020,"8,332",9/5/2020,"206,166","1,388,109",14.85
Nevada,9/19/2020,"8,198",9/12/2020,"203,408","1,388,109",14.65
Nevada,9/26/2020,"7,525",9/19/2020,"190,613","1,388,109",13.73
Nevada,10/3/2020,"7,941",9/26/2020,"173,629","1,388,109",12.51
Nevada,10/10/2020,"8,964",10/3/2020,"157,205","1,395,097",11.27
Nevada,10/17/2020,"8,734",10/10/2020,"140,132","1,395,097",10.04
Nevada,10/24/2020,"9,036",10/17/2020,"127,673","1,395,097",9.15
Nevada,10/31/2020,"8,158",10/24/2020,"114,102","1,395,097",8.18
New York,1/4/2020,"44,846",12/28/2019,"181,668","9,351,620",1.94
New York,1/11/2020,"23,314",1/4/2020,"184,283","9,380,736",1.96
New York,1/18/2020,"17,823",1/11/2020,"164,588","9,380,736",1.75
New York,1/25/2020,"15,022",1/18/2020,"164,044","9,380,736",1.75
New York,2/1/2020,"16,545",1/25/2020,"165,715","9,380,736",1.77
New York,2/8/2020,"15,010",2/1/2020,"163,393","9,380,736",1.74
New York,2/15/2020,"14,333",2/8/2020,"164,111","9,380,736",1.75
New York,2/22/2020,"14,144",2/15/2020,"163,220","9,380,736",1.74
New York,2/29/2020,"31,208",2/22/2020,"182,691","9,380,736",1.95
New York,3/7/2020,"14,035",2/29/2020,"161,892","9,380,736",1.73
New York,3/14/2020,"14,272",3/7/2020,"158,268","9,380,736",1.69
New York,3/21/2020,"79,999",3/14/2020,"167,214","9,380,736",1.78
New York,3/28/2020,"366,595",3/21/2020,"314,710","9,380,736",3.35
New York,4/4/2020,"344,451",3/28/2020,"712,544","9,380,736",7.6
New York,4/11/2020,"394,701",4/4/2020,"1,121,191","9,408,510",11.92
New York,4/18/2020,"205,184",4/11/2020,"1,354,496","9,408,510",14.4
New York,4/25/2020,"219,413",4/18/2020,"1,616,809","9,408,510",17.18
New York,5/2/2020,"195,110",4/25/2020,"1,749,571","9,408,510",18.6
New York,5/9/2020,"199,419",5/2/2020,"1,846,154","9,408,510",19.62
New York,5/16/2020,"229,524",5/9/2020,"2,142,949","9,408,510",22.78
New York,5/23/2020,"189,698",5/16/2020,"2,008,463","9,408,510",21.35
New York,5/30/2020,"82,326",5/23/2020,"1,799,136","9,408,510",19.12
New York,6/6/2020,"94,167",5/30/2020,"2,204,180","9,408,510",23.43
New York,6/13/2020,"95,559",6/6/2020,"1,958,856","9,408,510",20.82
New York,6/20/2020,"89,299",6/13/2020,"1,837,451","9,408,510",19.53
New York,6/27/2020,"90,083",6/20/2020,"1,722,331","9,408,510",18.31
New York,7/4/2020,"94,108",6/27/2020,"1,712,394","9,408,510",18.2
New York,7/11/2020,"91,898",7/4/2020,"1,611,075","9,429,101",17.09
New York,7/18/2020,"88,402",7/11/2020,"1,614,871","9,429,101",17.13
New York,7/25/2020,"85,294",7/18/2020,"1,634,649","9,429,101",17.34
New York,8/1/2020,"74,187",7/25/2020,"1,658,500","9,429,101",17.59
New York,8/8/2020,"52,794",8/1/2020,"1,519,433","9,429,101",16.11
New York,8/15/2020,"62,698",8/8/2020,"1,456,038","9,429,101",15.44
New York,8/22/2020,"62,683",8/15/2020,"1,428,613","9,429,101",15.15
New York,8/29/2020,"63,366",8/22/2020,"1,406,935","9,429,101",14.92
New York,9/5/2020,"64,734",8/29/2020,"1,411,187","9,429,101",14.97
New York,9/12/2020,"61,897",9/5/2020,"1,291,952","9,429,101",13.7
New York,9/19/2020,"69,790",9/12/2020,"1,294,494","9,429,101",13.73
New York,9/26/2020,"64,678",9/19/2020,"1,046,997","9,429,101",11.1
New York,10/3/2020,"64,156",9/26/2020,"944,007","9,429,101",10.01
New York,10/10/2020,"66,385",10/3/2020,"723,770","9,443,613",7.66
New York,10/17/2020,"54,890",10/10/2020,"616,176","9,443,613",6.52
New York,10/24/2020,"51,599",10/17/2020,"580,124","9,443,613",6.14
New York,10/31/2020,"45,716",10/24/2020,"523,696","9,443,613",5.55
Ohio,1/4/2020,"10,759",12/28/2019,"73,287","5,327,431",1.38
Ohio,1/11/2020,"9,957",1/4/2020,"78,391","5,338,723",1.47
Ohio,1/18/2020,"7,865",1/11/2020,"72,855","5,338,723",1.36
Ohio,1/25/2020,"8,086",1/18/2020,"72,002","5,338,723",1.35
Ohio,2/1/2020,"7,329",1/25/2020,"72,622","5,338,723",1.36
Ohio,2/8/2020,"6,825",2/1/2020,"71,442","5,338,723",1.34
Ohio,2/15/2020,"6,532",2/8/2020,"71,214","5,338,723",1.33
Ohio,2/22/2020,"6,208",2/15/2020,"70,924","5,338,723",1.33
Ohio,2/29/2020,"9,916",2/22/2020,"70,655","5,338,723",1.32
Ohio,3/7/2020,"6,545",2/29/2020,"73,123","5,338,723",1.37
Ohio,3/14/2020,"7,046",3/7/2020,"68,516","5,338,723",1.28
Ohio,3/21/2020,"196,309",3/14/2020,"68,323","5,338,723",1.28
Ohio,3/28/2020,"274,288",3/21/2020,"214,273","5,338,723",4.01
Ohio,4/4/2020,"226,191",3/28/2020,"450,061","5,338,723",8.43
Ohio,4/11/2020,"159,317",4/4/2020,"622,669","5,346,565",11.65
Ohio,4/18/2020,"109,830",4/11/2020,"717,842","5,346,565",13.43
Ohio,4/25/2020,"93,599",4/18/2020,"777,214","5,346,565",14.54
Ohio,5/2/2020,"61,487",4/25/2020,"759,336","5,346,565",14.2
Ohio,5/9/2020,"52,253",5/2/2020,"740,738","5,346,565",13.85
Ohio,5/16/2020,"46,855",5/9/2020,"696,376","5,346,565",13.02
Ohio,5/23/2020,"42,575",5/16/2020,"625,781","5,346,565",11.7
Ohio,5/30/2020,"35,069",5/23/2020,"554,132","5,346,565",10.36
Ohio,6/6/2020,"36,151",5/30/2020,"519,409","5,346,565",9.71
Ohio,6/13/2020,"33,133",6/6/2020,"477,842","5,346,565",8.94
Ohio,6/20/2020,"34,915",6/13/2020,"450,674","5,346,565",8.43
Ohio,6/27/2020,"35,904",6/20/2020,"431,377","5,346,565",8.07
Ohio,7/4/2020,"33,826",6/27/2020,"416,709","5,346,565",7.79
Ohio,7/11/2020,"35,743",7/4/2020,"416,188","5,352,988",7.77
Ohio,7/18/2020,"30,308",7/11/2020,"410,266","5,352,988",7.66
Ohio,7/25/2020,"28,022",7/18/2020,"406,148","5,352,988",7.59
Ohio,8/1/2020,"26,045",7/25/2020,"388,122","5,352,988",7.25
Ohio,8/8/2020,"21,074",8/1/2020,"356,365","5,352,988",6.66
Ohio,8/15/2020,"21,747",8/8/2020,"340,815","5,352,988",6.37
Ohio,8/22/2020,"19,090",8/15/2020,"324,244","5,352,988",6.06
Ohio,8/29/2020,"18,778",8/22/2020,"318,544","5,352,988",5.95
Ohio,9/5/2020,"18,084",8/29/2020,"305,242","5,352,988",5.7
Ohio,9/12/2020,"16,375",9/5/2020,"295,814","5,352,988",5.53
Ohio,9/19/2020,"17,601",9/12/2020,"293,101","5,352,988",5.48
Ohio,9/26/2020,"17,969",9/19/2020,"261,033","5,352,988",4.88
Ohio,10/3/2020,"18,634",9/26/2020,"238,764","5,352,988",4.46
Ohio,10/10/2020,"20,085",10/3/2020,"209,390","5,359,821",3.91
Ohio,10/17/2020,"17,671",10/10/2020,"186,651","5,359,821",3.48
Ohio,10/24/2020,"17,587",10/17/2020,"169,784","5,359,821",3.17
Ohio,10/31/2020,"21,353",10/24/2020,"162,997","5,359,821",3.04
Oklahoma,1/4/2020,"2,943",12/28/2019,"18,080","1,560,077",1.16
Oklahoma,1/11/2020,"2,034",1/4/2020,"19,387","1,565,634",1.24
Oklahoma,1/18/2020,"1,981",1/11/2020,"17,467","1,565,634",1.12
Oklahoma,1/25/2020,"1,830",1/18/2020,"17,291","1,565,634",1.1
Oklahoma,2/1/2020,"1,779",1/25/2020,"17,451","1,565,634",1.11
Oklahoma,2/8/2020,"1,715",2/1/2020,"17,757","1,565,634",1.13
Oklahoma,2/15/2020,"1,633",2/8/2020,"17,513","1,565,634",1.12
Oklahoma,2/22/2020,"1,509",2/15/2020,"17,269","1,565,634",1.1
Oklahoma,2/29/2020,"1,458",2/22/2020,"16,929","1,565,634",1.08
Oklahoma,3/7/2020,"1,569",2/29/2020,"17,067","1,565,634",1.09
Oklahoma,3/14/2020,"1,836",3/7/2020,"16,482","1,565,634",1.05
Oklahoma,3/21/2020,"21,926",3/14/2020,"16,854","1,565,634",1.08
Oklahoma,3/28/2020,"47,744",3/21/2020,"25,268","1,565,634",1.61
Oklahoma,4/4/2020,"60,534",3/28/2020,"55,029","1,565,634",3.51
Oklahoma,4/11/2020,"54,481",4/4/2020,"88,330","1,568,967",5.63
Oklahoma,4/18/2020,"46,696",4/11/2020,"112,311","1,568,967",7.16
Oklahoma,4/25/2020,"52,500",4/18/2020,"134,550","1,568,967",8.58
Oklahoma,5/2/2020,"93,885",4/25/2020,"154,671","1,568,967",9.86
Oklahoma,5/9/2020,"39,079",5/2/2020,"178,122","1,568,967",11.35
Oklahoma,5/16/2020,"33,440",5/9/2020,"135,229","1,568,967",8.62
Oklahoma,5/23/2020,"43,714",5/16/2020,"139,196","1,568,967",8.87
Oklahoma,5/30/2020,"60,376",5/23/2020,"172,309","1,568,967",10.98
Oklahoma,6/6/2020,"77,525",5/30/2020,"156,795","1,568,967",9.99
Oklahoma,6/13/2020,"84,779",6/6/2020,"173,361","1,568,967",11.05
Oklahoma,6/20/2020,"58,613",6/13/2020,"182,191","1,568,967",11.61
Oklahoma,6/27/2020,"18,405",6/20/2020,"165,298","1,568,967",10.54
Oklahoma,7/4/2020,"9,423",6/27/2020,"131,034","1,568,967",8.35
Oklahoma,7/11/2020,"9,680",7/4/2020,"131,932","1,570,740",8.4
Oklahoma,7/18/2020,"9,879",7/11/2020,"127,134","1,570,740",8.09
Oklahoma,7/25/2020,"8,927",7/18/2020,"127,617","1,570,740",8.12
Oklahoma,8/1/2020,"6,609",7/25/2020,"123,121","1,570,740",7.84
Oklahoma,8/8/2020,"5,687",8/1/2020,"129,971","1,570,740",8.27
Oklahoma,8/15/2020,"6,561",8/8/2020,"123,305","1,570,740",7.85
Oklahoma,8/22/2020,"6,064",8/15/2020,"122,513","1,570,740",7.8
Oklahoma,8/29/2020,"6,019",8/22/2020,"119,571","1,570,740",7.61
Oklahoma,9/5/2020,"6,602",8/29/2020,"118,719","1,570,740",7.56
Oklahoma,9/12/2020,"5,596",9/5/2020,"110,907","1,570,740",7.06
Oklahoma,9/19/2020,"5,434",9/12/2020,"104,908","1,570,740",6.68
Oklahoma,9/26/2020,"5,258",9/19/2020,"97,912","1,570,740",6.23
Oklahoma,10/3/2020,"5,780",9/26/2020,"88,127","1,570,740",5.61
Oklahoma,10/10/2020,"5,531",10/3/2020,"82,382","1,569,855",5.25
Oklahoma,10/17/2020,"5,277",10/10/2020,"73,321","1,569,855",4.67
Oklahoma,10/24/2020,"5,015",10/17/2020,"67,861","1,569,855",4.32
Oklahoma,10/31/2020,"4,953",10/24/2020,"59,138","1,569,855",3.77
Oregon,1/4/2020,"6,714",12/28/2019,"35,451","1,898,680",1.87
Oregon,1/11/2020,"6,215",1/4/2020,"36,039","1,906,429",1.89
Oregon,1/18/2020,"4,051",1/11/2020,"31,604","1,906,429",1.66
Oregon,1/25/2020,"4,457",1/18/2020,"32,306","1,906,429",1.69
Oregon,2/1/2020,"4,853",1/25/2020,"31,876","1,906,429",1.67
Oregon,2/8/2020,"4,953",2/1/2020,"31,658","1,906,429",1.66
Oregon,2/15/2020,"4,284",2/8/2020,"31,167","1,906,429",1.63
Oregon,2/22/2020,"3,514",2/15/2020,"30,548","1,906,429",1.6
Oregon,2/29/2020,"3,936",2/22/2020,"30,165","1,906,429",1.58
Oregon,3/7/2020,"4,154",2/29/2020,"29,517","1,906,429",1.55
Oregon,3/14/2020,"4,269",3/7/2020,"29,002","1,906,429",1.52
Oregon,3/21/2020,"30,054",3/14/2020,"30,523","1,906,429",1.6
Oregon,3/28/2020,"47,498",3/21/2020,"63,930","1,906,429",3.35
Oregon,4/4/2020,"62,788",3/28/2020,"118,729","1,906,429",6.23
Oregon,4/11/2020,"54,581",4/4/2020,"176,154","1,914,153",9.2
Oregon,4/18/2020,"37,209",4/11/2020,"217,039","1,914,153",11.34
Oregon,4/25/2020,"49,300",4/18/2020,"284,486","1,914,153",14.86
Oregon,5/2/2020,"48,120",4/25/2020,"308,989","1,914,153",16.14
Oregon,5/9/2020,"33,936",5/2/2020,"309,543","1,914,153",16.17
Oregon,5/16/2020,"23,539",5/9/2020,"290,151","1,914,153",15.16
Oregon,5/23/2020,"28,452",5/16/2020,"293,081","1,914,153",15.31
Oregon,5/30/2020,"20,565",5/23/2020,"256,759","1,914,153",13.41
Oregon,6/6/2020,"24,508",5/30/2020,"275,768","1,914,153",14.41
Oregon,6/13/2020,"24,645",6/6/2020,"251,869","1,914,153",13.16
Oregon,6/20/2020,"16,274",6/13/2020,"224,476","1,914,153",11.73
Oregon,6/27/2020,"11,195",6/20/2020,"216,513","1,914,153",11.31
Oregon,7/4/2020,"10,343",6/27/2020,"203,600","1,914,153",10.64
Oregon,7/11/2020,"11,713",7/4/2020,"206,756","1,921,964",10.76
Oregon,7/18/2020,"10,152",7/11/2020,"196,415","1,921,964",10.22
Oregon,7/25/2020,"9,417",7/18/2020,"190,993","1,921,964",9.94
Oregon,8/1/2020,"7,275",7/25/2020,"189,136","1,921,964",9.84
Oregon,8/8/2020,"6,505",8/1/2020,"175,153","1,921,964",9.11
Oregon,8/15/2020,"5,233",8/8/2020,"169,905","1,921,964",8.84
Oregon,8/22/2020,"5,152",8/15/2020,"164,103","1,921,964",8.54
Oregon,8/29/2020,"5,114",8/22/2020,"158,480","1,921,964",8.25
Oregon,9/5/2020,"5,228",8/29/2020,"154,413","1,921,964",8.03
Oregon,9/12/2020,"4,804",9/5/2020,"139,312","1,921,964",7.25
Oregon,9/19/2020,"8,055",9/12/2020,"154,948","1,921,964",8.06
Oregon,9/26/2020,"5,738",9/19/2020,"152,643","1,921,964",7.94
Oregon,10/3/2020,"4,408",9/26/2020,"127,675","1,921,964",6.64
Oregon,10/10/2020,"4,773",10/3/2020,"115,121","1,928,744",5.97
Oregon,10/17/2020,"4,767",10/10/2020,"103,211","1,928,744",5.35
Oregon,10/24/2020,"4,529",10/17/2020,"95,814","1,928,744",4.97
Oregon,10/31/2020,"4,020",10/24/2020,"87,170","1,928,744",4.52
Pennsylvania,1/4/2020,"27,298",12/28/2019,"135,411","5,787,653",2.34
Pennsylvania,1/11/2020,"26,356",1/4/2020,"163,882","5,800,562",2.83
Pennsylvania,1/18/2020,"16,218",1/11/2020,"142,326","5,800,562",2.45
Pennsylvania,1/25/2020,"13,359",1/18/2020,"140,027","5,800,562",2.41
Pennsylvania,2/1/2020,"15,893",1/25/2020,"135,951","5,800,562",2.34
Pennsylvania,2/8/2020,"14,425",2/1/2020,"142,004","5,800,562",2.45
Pennsylvania,2/15/2020,"13,583",2/8/2020,"136,149","5,800,562",2.35
Pennsylvania,2/22/2020,"12,631",2/15/2020,"142,306","5,800,562",2.45
Pennsylvania,2/29/2020,"12,045",2/22/2020,"135,095","5,800,562",2.33
Pennsylvania,3/7/2020,"12,227",2/29/2020,"136,931","5,800,562",2.36
Pennsylvania,3/14/2020,"15,439",3/7/2020,"128,842","5,800,562",2.22
Pennsylvania,3/21/2020,"363,000",3/14/2020,"128,029","5,800,562",2.21
Pennsylvania,3/28/2020,"374,056",3/21/2020,"135,708","5,800,562",2.34
Pennsylvania,4/4/2020,"239,077",3/28/2020,"566,464","5,800,562",9.77
Pennsylvania,4/11/2020,"172,733",4/4/2020,"614,196","5,814,461",10.56
Pennsylvania,4/18/2020,"124,633",4/11/2020,"1,074,660","5,814,461",18.48
Pennsylvania,4/25/2020,"82,414",4/18/2020,"915,249","5,814,461",15.74
Pennsylvania,5/2/2020,"58,240",4/25/2020,"1,233,299","5,814,461",21.21
Pennsylvania,5/9/2020,"50,299",5/2/2020,"1,049,464","5,814,461",18.05
Pennsylvania,5/16/2020,"41,673",5/9/2020,"1,008,886","5,814,461",17.35
Pennsylvania,5/23/2020,"55,374",5/16/2020,"907,252","5,814,461",15.6
Pennsylvania,5/30/2020,"42,266",5/23/2020,"1,019,571","5,814,461",17.54
Pennsylvania,6/6/2020,"45,049",5/30/2020,"846,788","5,814,461",14.56
Pennsylvania,6/13/2020,"44,341",6/6/2020,"913,810","5,814,461",15.72
Pennsylvania,6/20/2020,"42,577",6/13/2020,"748,874","5,814,461",12.88
Pennsylvania,6/27/2020,"45,261",6/20/2020,"809,609","5,814,461",13.92
Pennsylvania,7/4/2020,"44,086",6/27/2020,"651,160","5,814,461",11.2
Pennsylvania,7/11/2020,"44,798",7/4/2020,"815,282","5,827,122",13.99
Pennsylvania,7/18/2020,"37,986",7/11/2020,"670,901","5,827,122",11.51
Pennsylvania,7/25/2020,"35,808",7/18/2020,"753,353","5,827,122",12.93
Pennsylvania,8/1/2020,"29,371",7/25/2020,"633,057","5,827,122",10.86
Pennsylvania,8/8/2020,"27,094",8/1/2020,"673,093","5,827,122",11.55
Pennsylvania,8/15/2020,"25,584",8/8/2020,"593,016","5,827,122",10.18
Pennsylvania,8/22/2020,"27,510",8/15/2020,"629,881","5,827,122",10.81
Pennsylvania,8/29/2020,"24,883",8/22/2020,"561,665","5,827,122",9.64
Pennsylvania,9/5/2020,"22,626",8/29/2020,"582,821","5,827,122",10
Pennsylvania,9/12/2020,"21,747",9/5/2020,"542,128","5,827,122",9.3
Pennsylvania,9/19/2020,"22,762",9/12/2020,"541,280","5,827,122",9.29
Pennsylvania,9/26/2020,"22,955",9/19/2020,"482,699","5,827,122",8.28
Pennsylvania,10/3/2020,"19,844",9/26/2020,"447,940","5,827,122",7.69
Pennsylvania,10/10/2020,"20,251",10/3/2020,"399,193","5,764,460",6.93
Pennsylvania,10/17/2020,"19,223",10/10/2020,"363,487","5,764,460",6.31
Pennsylvania,10/24/2020,"19,974",10/17/2020,"334,369","5,764,460",5.8
Pennsylvania,10/31/2020,"23,742",10/24/2020,"310,150","5,764,460",5.38
Puerto Rico,1/4/2020,853,12/28/2019,"17,194","848,044",2.03
Puerto Rico,1/11/2020,836,1/4/2020,"15,746","852,292",1.85
Puerto Rico,1/18/2020,"3,124",1/11/2020,"22,291","852,292",2.62
Puerto Rico,1/25/2020,"2,335",1/18/2020,"22,725","852,292",2.67
Puerto Rico,2/1/2020,"1,998",1/25/2020,"23,857","852,292",2.8
Puerto Rico,2/8/2020,"1,770",2/1/2020,"23,157","852,292",2.72
Puerto Rico,2/15/2020,"1,588",2/8/2020,"21,114","852,292",2.48
Puerto Rico,2/22/2020,"1,390",2/15/2020,"20,765","852,292",2.44
Puerto Rico,2/29/2020,"1,296",2/22/2020,"19,480","852,292",2.29
Puerto Rico,3/7/2020,"1,343",2/29/2020,"18,657","852,292",2.19
Puerto Rico,3/14/2020,"1,172",3/7/2020,"18,704","852,292",2.19
Puerto Rico,3/21/2020,"20,148",3/14/2020,"15,239","852,292",1.79
Puerto Rico,3/28/2020,"45,394",3/21/2020,"19,230","852,292",2.26
Puerto Rico,4/4/2020,"66,555",3/28/2020,"49,669","852,292",5.83
Puerto Rico,4/11/2020,"42,074",4/4/2020,"86,474","856,124",10.1
Puerto Rico,4/18/2020,"26,481",4/11/2020,"109,672","856,124",12.81
Puerto Rico,4/25/2020,"17,286",4/18/2020,"153,421","856,124",17.92
Puerto Rico,5/2/2020,"21,886",4/25/2020,"145,140","856,124",16.95
Puerto Rico,5/9/2020,"15,067",5/2/2020,"164,034","856,124",19.16
Puerto Rico,5/16/2020,"10,923",5/9/2020,"152,823","856,124",17.85
Puerto Rico,5/23/2020,"13,521",5/16/2020,"194,272","856,124",22.69
Puerto Rico,5/30/2020,"7,236",5/23/2020,"162,538","856,124",18.99
Puerto Rico,6/6/2020,"8,820",5/30/2020,"180,722","856,124",21.11
Puerto Rico,6/13/2020,"8,097",6/6/2020,"175,974","856,124",20.55
Puerto Rico,6/20/2020,"9,160",6/13/2020,"196,503","856,124",22.95
Puerto Rico,6/27/2020,"10,228",6/20/2020,"217,712","856,124",25.43
Puerto Rico,7/4/2020,"11,257",6/27/2020,"229,039","856,124",26.75
Puerto Rico,7/11/2020,"7,945",7/4/2020,"223,340","859,886",25.97
Puerto Rico,7/18/2020,"7,017",7/11/2020,"211,358","859,886",24.58
Puerto Rico,7/25/2020,"6,715",7/18/2020,"202,321","859,886",23.53
Puerto Rico,8/1/2020,"2,253",7/25/2020,"164,500","859,886",19.13
Puerto Rico,8/8/2020,"5,854",8/1/2020,"186,239","859,886",21.66
Puerto Rico,8/15/2020,"2,990",8/8/2020,"164,841","859,886",19.17
Puerto Rico,8/22/2020,"2,356",8/15/2020,"138,142","859,886",16.07
Puerto Rico,8/29/2020,"1,825",8/22/2020,"143,792","859,886",16.72
Puerto Rico,9/5/2020,"1,374",8/29/2020,"121,281","859,886",14.1
Puerto Rico,9/12/2020,"1,185",9/5/2020,"121,202","859,886",14.1
Puerto Rico,9/19/2020,"1,149",9/12/2020,"110,490","859,886",12.85
Puerto Rico,9/26/2020,763,9/19/2020,"105,030","859,886",12.21
Puerto Rico,10/3/2020,"1,265",9/26/2020,"90,705","859,886",10.55
Puerto Rico,10/10/2020,"1,346",10/3/2020,"80,474","861,782",9.34
Puerto Rico,10/17/2020,"1,249",10/10/2020,"63,740","861,782",7.4
Puerto Rico,10/24/2020,"1,200",10/17/2020,"65,498","861,782",7.6
Puerto Rico,10/31/2020,"1,231",10/24/2020,"59,108","861,782",6.86
Rhode Island,1/4/2020,"1,972",12/28/2019,"12,109","471,911",2.57
Rhode Island,1/11/2020,"1,817",1/4/2020,"12,299","472,874",2.6
Rhode Island,1/18/2020,"1,194",1/11/2020,"10,987","472,874",2.32
Rhode Island,1/25/2020,"1,048",1/18/2020,"10,750","472,874",2.27
Rhode Island,2/1/2020,971,1/25/2020,"11,042","472,874",2.34
Rhode Island,2/8/2020,959,2/1/2020,"11,051","472,874",2.34
Rhode Island,2/15/2020,996,2/8/2020,"11,164","472,874",2.36
Rhode Island,2/22/2020,"1,921",2/15/2020,"11,199","472,874",2.37
Rhode Island,2/29/2020,874,2/22/2020,"12,384","472,874",2.62
Rhode Island,3/7/2020,700,2/29/2020,"11,130","472,874",2.35
Rhode Island,3/14/2020,"1,108",3/7/2020,"10,692","472,874",2.26
Rhode Island,3/21/2020,"35,847",3/14/2020,"10,857","472,874",2.3
Rhode Island,3/28/2020,"27,800",3/21/2020,"31,847","472,874",6.73
Rhode Island,4/4/2020,"28,243",3/28/2020,"56,038","472,874",11.85
Rhode Island,4/11/2020,"22,509",4/4/2020,"70,935","473,597",14.98
Rhode Island,4/18/2020,"18,078",4/11/2020,"79,140","473,597",16.71
Rhode Island,4/25/2020,"13,084",4/18/2020,"96,663","473,597",20.41
Rhode Island,5/2/2020,"9,088",4/25/2020,"97,573","473,597",20.6
Rhode Island,5/9/2020,"6,245",5/2/2020,"94,083","473,597",19.87
Rhode Island,5/16/2020,"3,883",5/9/2020,"89,247","473,597",18.84
Rhode Island,5/23/2020,"2,937",5/16/2020,"87,966","473,597",18.57
Rhode Island,5/30/2020,"2,748",5/23/2020,"78,496","473,597",16.57
Rhode Island,6/6/2020,"3,518",5/30/2020,"76,946","473,597",16.25
Rhode Island,6/13/2020,"2,641",6/6/2020,"73,083","473,597",15.43
Rhode Island,6/20/2020,"4,014",6/13/2020,"69,236","473,597",14.62
Rhode Island,6/27/2020,"3,229",6/20/2020,"67,100","473,597",14.17
Rhode Island,7/4/2020,"3,436",6/27/2020,"66,304","473,597",14
Rhode Island,7/11/2020,"3,133",7/4/2020,"65,377","474,428",13.78
Rhode Island,7/18/2020,"3,258",7/11/2020,"63,177","474,428",13.32
Rhode Island,7/25/2020,"3,635",7/18/2020,"63,285","474,428",13.34
Rhode Island,8/1/2020,"3,722",7/25/2020,"60,470","474,428",12.75
Rhode Island,8/8/2020,"3,324",8/1/2020,"55,965","474,428",11.8
Rhode Island,8/15/2020,"2,683",8/8/2020,"51,095","474,428",10.77
Rhode Island,8/22/2020,"3,186",8/15/2020,"49,423","474,428",10.42
Rhode Island,8/29/2020,"3,680",8/22/2020,"47,405","474,428",9.99
Rhode Island,9/5/2020,"3,251",8/29/2020,"44,829","474,428",9.45
Rhode Island,9/12/2020,"3,026",9/5/2020,"45,841","474,428",9.66
Rhode Island,9/19/2020,"2,830",9/12/2020,"38,774","474,428",8.17
